13:06:50 | INFO    | src.utils.seed               | Seeded with 1234; deterministic algorithms requested (warn_only)
13:08:54 | INFO    | src.interpretability.causal  | ablate:L12               jbb_heldout  refusal 26/30  nll self=0.285 judge=0.782
13:08:54 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:09:07 | INFO    | src.interpretability.causal  | ablate:L12               bundled      refusal 46/50  nll self=0.299 judge=0.867
13:09:07 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:09:15 | INFO    | src.interpretability.causal  | ablate:L14               jbb_heldout  refusal  0/30  nll self=1.467 judge=1.297
13:09:15 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:09:29 | INFO    | src.interpretability.causal  | ablate:L14               bundled      refusal  0/50  nll self=1.676 judge=1.342
13:09:29 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:09:37 | INFO    | src.interpretability.causal  | ablate:L15               jbb_heldout  refusal  0/30  nll self=1.582 judge=1.234
13:09:37 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:09:51 | INFO    | src.interpretability.causal  | ablate:L15               bundled      refusal  0/50  nll self=1.825 judge=1.387
13:09:51 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:09:59 | INFO    | src.interpretability.causal  | ablate:L16               jbb_heldout  refusal  2/30  nll self=0.844 judge=1.080
13:09:59 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:10:10 | INFO    | src.interpretability.causal  | ablate:L16               bundled      refusal  0/50  nll self=1.210 judge=1.256
13:10:10 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:10:16 | INFO    | src.interpretability.causal  | ablate:L17               jbb_heldout  refusal  0/30  nll self=1.102 judge=1.200
13:10:16 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:10:27 | INFO    | src.interpretability.causal  | ablate:L17               bundled      refusal  1/50  nll self=1.266 judge=1.266
13:10:27 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:10:33 | INFO    | src.interpretability.causal  | ablate:L18               jbb_heldout  refusal  1/30  nll self=0.768 judge=1.323
13:10:33 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:10:43 | INFO    | src.interpretability.causal  | ablate:L18               bundled      refusal  1/50  nll self=0.793 judge=1.253
13:10:43 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:10:50 | INFO    | src.interpretability.causal  | ablate:L19               jbb_heldout  refusal  0/30  nll self=0.841 judge=1.212
13:10:50 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:11:00 | INFO    | src.interpretability.causal  | ablate:L19               bundled      refusal  0/50  nll self=0.904 judge=1.190
13:11:00 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:11:06 | INFO    | src.interpretability.causal  | ablate:L20               jbb_heldout  refusal  3/30  nll self=0.706 judge=1.148
13:11:06 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:11:17 | INFO    | src.interpretability.causal  | ablate:L20               bundled      refusal  5/50  nll self=0.714 judge=1.201
13:11:17 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:11:23 | INFO    | src.interpretability.causal  | ablate:L21               jbb_heldout  refusal 10/30  nll self=0.734 judge=1.200
13:11:23 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:11:34 | INFO    | src.interpretability.causal  | ablate:L21               bundled      refusal 16/50  nll self=0.709 judge=1.167
13:11:34 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:11:40 | INFO    | src.interpretability.causal  | ablate:L22               jbb_heldout  refusal  9/30  nll self=0.767 judge=1.298
13:11:40 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:11:50 | INFO    | src.interpretability.causal  | ablate:L22               bundled      refusal 15/50  nll self=0.748 judge=1.281
13:11:50 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:11:57 | INFO    | src.interpretability.causal  | ablate:L23               jbb_heldout  refusal 15/30  nll self=0.759 judge=1.217
13:11:57 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:12:07 | INFO    | src.interpretability.causal  | ablate:L23               bundled      refusal 26/50  nll self=0.692 judge=1.226
13:12:07 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:12:13 | INFO    | src.interpretability.causal  | ablate:L24               jbb_heldout  refusal 22/30  nll self=0.774 judge=1.245
13:12:13 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:12:24 | INFO    | src.interpretability.causal  | ablate:L24               bundled      refusal 30/50  nll self=0.787 judge=1.335
13:12:24 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:12:30 | INFO    | src.interpretability.causal  | ablate:L26               jbb_heldout  refusal  5/30  nll self=0.754 judge=1.227
13:12:30 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:12:41 | INFO    | src.interpretability.causal  | ablate:L26               bundled      refusal  6/50  nll self=0.771 judge=1.224
13:12:41 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:12:47 | INFO    | src.interpretability.causal  | ablate:L27               jbb_heldout  refusal  0/30  nll self=0.658 judge=1.102
13:12:47 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:12:58 | INFO    | src.interpretability.causal  | ablate:L27               bundled      refusal  4/50  nll self=0.693 judge=1.176
13:12:58 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:13:04 | INFO    | src.interpretability.causal  | ablate:random0           jbb_heldout  refusal 28/30  nll self=0.266 judge=0.808
13:13:04 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:13:14 | INFO    | src.interpretability.causal  | ablate:random0           bundled      refusal 48/50  nll self=0.249 judge=0.871
13:13:14 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:13:20 | INFO    | src.interpretability.causal  | ablate:random1           jbb_heldout  refusal 27/30  nll self=0.266 judge=0.813
13:13:20 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:13:31 | INFO    | src.interpretability.causal  | ablate:random1           bundled      refusal 49/50  nll self=0.243 judge=0.865
13:13:31 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:13:37 | INFO    | src.interpretability.causal  | ablate:random2           jbb_heldout  refusal 27/30  nll self=0.278 judge=0.818
13:13:37 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:13:48 | INFO    | src.interpretability.causal  | ablate:random2           bundled      refusal 49/50  nll self=0.247 judge=0.850
13:13:49 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:13:50 | INFO    | __main__                     | Capability ablate:L0          ppl 12.601
13:13:50 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:13:51 | INFO    | __main__                     | Capability ablate:L4          ppl 12.617
13:13:51 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:13:52 | INFO    | __main__                     | Capability ablate:L8          ppl 13.219
13:13:52 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:13:53 | INFO    | __main__                     | Capability ablate:L10         ppl 12.698
13:13:53 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:13:54 | INFO    | __main__                     | Capability ablate:L12         ppl 12.432
13:13:54 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:13:55 | INFO    | __main__                     | Capability ablate:L14         ppl 13.110
13:13:55 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:13:56 | INFO    | __main__                     | Capability ablate:L15         ppl 14.842
13:13:56 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:13:57 | INFO    | __main__                     | Capability ablate:L16         ppl 12.470
13:13:57 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:13:58 | INFO    | __main__                     | Capability ablate:L17         ppl 13.172
13:13:58 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:13:59 | INFO    | __main__                     | Capability ablate:L18         ppl 13.496
13:13:59 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:14:00 | INFO    | __main__                     | Capability ablate:L19         ppl 13.380
13:14:00 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:14:01 | INFO    | __main__                     | Capability ablate:L20         ppl 14.475
13:14:01 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:14:02 | INFO    | __main__                     | Capability ablate:L21         ppl 15.953
13:14:02 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:14:03 | INFO    | __main__                     | Capability ablate:L22         ppl 15.783
13:14:03 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:14:04 | INFO    | __main__                     | Capability ablate:L23         ppl 15.948
13:14:04 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:14:05 | INFO    | __main__                     | Capability ablate:L24         ppl 17.069
13:14:05 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:14:06 | INFO    | __main__                     | Capability ablate:L26         ppl 14.437
13:14:06 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:14:07 | INFO    | __main__                     | Capability ablate:L27         ppl 12.947
13:14:07 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:14:08 | INFO    | __main__                     | Capability ablate:random0     ppl 12.523
13:14:08 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:14:09 | INFO    | __main__                     | Capability ablate:random1     ppl 12.575
13:14:09 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:14:10 | INFO    | __main__                     | Capability ablate:random2     ppl 12.559
13:14:10 | INFO    | __main__                     | Observational best layer 20; causal selection 27
13:14:17 | INFO    | src.interpretability.causal  | baseline                 jbb_heldout  refusal  2/30  nll self=0.323 judge=0.879
13:14:26 | INFO    | src.interpretability.causal  | baseline                 bundled      refusal  0/50  nll self=0.232 judge=0.659
13:14:26 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:14:33 | INFO    | src.interpretability.causal  | ablate:L20               jbb_heldout  refusal  0/30  nll self=0.735 judge=1.108
13:14:33 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:14:43 | INFO    | src.interpretability.causal  | ablate:L20               bundled      refusal  0/50  nll self=0.482 judge=0.797
13:14:49 | INFO    | src.interpretability.causal  | add:L20x0.25             jbb_heldout  refusal  4/30  nll self=0.383 judge=0.983
13:14:59 | INFO    | src.interpretability.causal  | add:L20x0.25             bundled      refusal  0/50  nll self=0.233 judge=0.668
13:15:04 | INFO    | src.interpretability.causal  | add:L20x0.5              jbb_heldout  refusal  7/30  nll self=0.498 judge=0.988
13:15:14 | INFO    | src.interpretability.causal  | add:L20x0.5              bundled      refusal  0/50  nll self=0.293 judge=0.704
13:15:20 | INFO    | src.interpretability.causal  | add:L20x0.75             jbb_heldout  refusal  9/30  nll self=0.709 judge=1.107
13:15:30 | INFO    | src.interpretability.causal  | add:L20x0.75             bundled      refusal  0/50  nll self=0.378 judge=0.771
13:15:35 | INFO    | src.interpretability.causal  | add:L20x1                jbb_heldout  refusal 21/30  nll self=1.207 judge=1.252
13:15:45 | INFO    | src.interpretability.causal  | add:L20x1                bundled      refusal  4/50  nll self=0.645 judge=0.837
13:15:51 | INFO    | src.interpretability.causal  | add:L20x1.5              jbb_heldout  refusal 28/30  nll self=2.210 judge=1.673
13:16:00 | INFO    | src.interpretability.causal  | add:L20x1.5              bundled      refusal 48/50  nll self=2.551 judge=1.556
13:16:06 | INFO    | src.interpretability.causal  | add:L20x2                jbb_heldout  refusal 30/30  nll self=3.373 judge=2.583
13:16:16 | INFO    | src.interpretability.causal  | add:L20x2                bundled      refusal 50/50  nll self=3.607 judge=2.206
13:16:22 | INFO    | src.interpretability.causal  | add:L20random0x1         jbb_heldout  refusal  2/30  nll self=0.469 judge=0.945
13:16:32 | INFO    | src.interpretability.causal  | add:L20random0x1         bundled      refusal  0/50  nll self=0.398 judge=0.733
13:16:37 | INFO    | src.interpretability.causal  | add:L20random1x1         jbb_heldout  refusal  0/30  nll self=0.418 judge=0.948
13:16:47 | INFO    | src.interpretability.causal  | add:L20random1x1         bundled      refusal  0/50  nll self=0.366 judge=0.674
13:16:52 | INFO    | src.interpretability.causal  | add:L20random2x1         jbb_heldout  refusal  2/30  nll self=0.501 judge=0.931
13:17:02 | INFO    | src.interpretability.causal  | add:L20random2x1         bundled      refusal  0/50  nll self=0.354 judge=0.680
13:17:02 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:17:09 | INFO    | src.interpretability.causal  | ablate:L27               jbb_heldout  refusal  0/30  nll self=0.365 judge=0.858
13:17:09 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:17:20 | INFO    | src.interpretability.causal  | ablate:L27               bundled      refusal  0/50  nll self=0.266 judge=0.655
13:17:26 | INFO    | src.interpretability.causal  | add:L27x0.25             jbb_heldout  refusal  4/30  nll self=0.367 judge=0.957
13:17:36 | INFO    | src.interpretability.causal  | add:L27x0.25             bundled      refusal  0/50  nll self=0.259 judge=0.649
13:17:42 | INFO    | src.interpretability.causal  | add:L27x0.5              jbb_heldout  refusal  5/30  nll self=0.468 judge=0.992
13:17:52 | INFO    | src.interpretability.causal  | add:L27x0.5              bundled      refusal  0/50  nll self=0.336 judge=0.700
13:17:58 | INFO    | src.interpretability.causal  | add:L27x0.75             jbb_heldout  refusal  7/30  nll self=0.763 judge=1.271
13:18:08 | INFO    | src.interpretability.causal  | add:L27x0.75             bundled      refusal  0/50  nll self=0.446 judge=0.809
13:18:15 | INFO    | src.interpretability.causal  | add:L27x1                jbb_heldout  refusal 12/30  nll self=1.488 judge=1.882
13:18:26 | INFO    | src.interpretability.causal  | add:L27x1                bundled      refusal  1/50  nll self=0.719 judge=1.045
13:18:32 | INFO    | src.interpretability.causal  | add:L27x1.5              jbb_heldout  refusal 18/30  nll self=2.878 judge=2.690
13:18:43 | INFO    | src.interpretability.causal  | add:L27x1.5              bundled      refusal 12/50  nll self=2.680 judge=2.262
13:18:49 | INFO    | src.interpretability.causal  | add:L27x2                jbb_heldout  refusal 10/30  nll self=3.043 judge=2.461
13:19:00 | INFO    | src.interpretability.causal  | add:L27x2                bundled      refusal  6/50  nll self=3.219 judge=2.698
13:19:06 | INFO    | src.interpretability.causal  | add:L27random0x1         jbb_heldout  refusal  0/30  nll self=0.508 judge=1.035
13:19:16 | INFO    | src.interpretability.causal  | add:L27random0x1         bundled      refusal  0/50  nll self=0.335 judge=0.759
13:19:22 | INFO    | src.interpretability.causal  | add:L27random1x1         jbb_heldout  refusal  1/30  nll self=0.450 judge=0.973
13:19:32 | INFO    | src.interpretability.causal  | add:L27random1x1         bundled      refusal  0/50  nll self=0.328 judge=0.706
13:19:38 | INFO    | src.interpretability.causal  | add:L27random2x1         jbb_heldout  refusal  1/30  nll self=0.498 judge=1.016
13:19:49 | INFO    | src.interpretability.causal  | add:L27random2x1         bundled      refusal  0/50  nll self=0.363 judge=0.697
