13:21:40 | INFO    | src.utils.seed               | Seeded with 1234; deterministic algorithms requested (warn_only)
13:23:10 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:23:20 | INFO    | src.interpretability.causal  | ablate:L12               bundled      refusal 11/50  nll self=1.071 judge=2.023
13:23:20 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:23:25 | INFO    | src.interpretability.causal  | ablate:L14               jbb_heldout  refusal  0/30  nll self=1.554 judge=2.475
13:23:25 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:23:36 | INFO    | src.interpretability.causal  | ablate:L14               bundled      refusal  0/50  nll self=1.729 judge=2.740
13:23:36 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:23:41 | INFO    | src.interpretability.causal  | ablate:L15               jbb_heldout  refusal  0/30  nll self=1.377 judge=2.364
13:23:41 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:23:51 | INFO    | src.interpretability.causal  | ablate:L15               bundled      refusal  1/50  nll self=1.474 judge=2.423
13:23:51 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:23:56 | INFO    | src.interpretability.causal  | ablate:L16               jbb_heldout  refusal  5/30  nll self=0.944 judge=1.810
13:23:56 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:24:06 | INFO    | src.interpretability.causal  | ablate:L16               bundled      refusal 10/50  nll self=1.094 judge=2.025
13:24:06 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:24:12 | INFO    | src.interpretability.causal  | ablate:L17               jbb_heldout  refusal 20/30  nll self=0.753 judge=1.486
13:24:12 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:24:21 | INFO    | src.interpretability.causal  | ablate:L17               bundled      refusal 27/50  nll self=0.884 judge=1.701
13:24:21 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:24:27 | INFO    | src.interpretability.causal  | ablate:L18               jbb_heldout  refusal 20/30  nll self=0.592 judge=1.293
13:24:27 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:24:37 | INFO    | src.interpretability.causal  | ablate:L18               bundled      refusal 19/50  nll self=0.674 judge=1.352
13:24:37 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:24:43 | INFO    | src.interpretability.causal  | ablate:L19               jbb_heldout  refusal  0/30  nll self=1.369 judge=2.369
13:24:43 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:24:53 | INFO    | src.interpretability.causal  | ablate:L19               bundled      refusal  0/50  nll self=1.374 judge=2.302
13:24:53 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:24:58 | INFO    | src.interpretability.causal  | ablate:L20               jbb_heldout  refusal 18/30  nll self=0.591 judge=1.283
13:24:58 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:25:09 | INFO    | src.interpretability.causal  | ablate:L20               bundled      refusal 18/50  nll self=0.655 judge=1.208
13:25:09 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:25:14 | INFO    | src.interpretability.causal  | ablate:L21               jbb_heldout  refusal 13/30  nll self=0.823 judge=1.497
13:25:14 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:25:24 | INFO    | src.interpretability.causal  | ablate:L21               bundled      refusal  7/50  nll self=0.844 judge=1.572
13:25:24 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:25:30 | INFO    | src.interpretability.causal  | ablate:L22               jbb_heldout  refusal 11/30  nll self=0.813 judge=1.523
13:25:30 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:25:39 | INFO    | src.interpretability.causal  | ablate:L22               bundled      refusal  9/50  nll self=0.835 judge=1.547
13:25:39 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:25:45 | INFO    | src.interpretability.causal  | ablate:L23               jbb_heldout  refusal 12/30  nll self=0.763 judge=1.481
13:25:45 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:25:54 | INFO    | src.interpretability.causal  | ablate:L23               bundled      refusal 12/50  nll self=0.891 judge=1.733
13:25:54 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:26:00 | INFO    | src.interpretability.causal  | ablate:L24               jbb_heldout  refusal 12/30  nll self=0.905 judge=1.700
13:26:00 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:26:10 | INFO    | src.interpretability.causal  | ablate:L24               bundled      refusal 14/50  nll self=0.882 judge=1.692
13:26:10 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:26:15 | INFO    | src.interpretability.causal  | ablate:L26               jbb_heldout  refusal 19/30  nll self=0.613 judge=1.397
13:26:15 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:26:25 | INFO    | src.interpretability.causal  | ablate:L26               bundled      refusal 28/50  nll self=0.591 judge=1.146
13:26:25 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:26:30 | INFO    | src.interpretability.causal  | ablate:L27               jbb_heldout  refusal 28/30  nll self=0.810 judge=1.628
13:26:30 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:26:40 | INFO    | src.interpretability.causal  | ablate:L27               bundled      refusal 41/50  nll self=0.841 judge=1.736
13:26:40 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:26:45 | INFO    | src.interpretability.causal  | ablate:random0           jbb_heldout  refusal 30/30  nll self=0.206 judge=0.888
13:26:45 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:26:54 | INFO    | src.interpretability.causal  | ablate:random0           bundled      refusal 50/50  nll self=0.104 judge=0.480
13:26:54 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:26:59 | INFO    | src.interpretability.causal  | ablate:random1           jbb_heldout  refusal 30/30  nll self=0.193 judge=0.828
13:26:59 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:27:08 | INFO    | src.interpretability.causal  | ablate:random1           bundled      refusal 48/50  nll self=0.161 judge=0.575
13:27:08 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:27:14 | INFO    | src.interpretability.causal  | ablate:random2           jbb_heldout  refusal 30/30  nll self=0.193 judge=0.865
13:27:14 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:27:23 | INFO    | src.interpretability.causal  | ablate:random2           bundled      refusal 49/50  nll self=0.121 judge=0.494
13:27:23 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:27:23 | INFO    | __main__                     | Capability ablate:L0          ppl 22.234
13:27:23 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:27:24 | INFO    | __main__                     | Capability ablate:L4          ppl 19.243
13:27:24 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:27:25 | INFO    | __main__                     | Capability ablate:L8          ppl 19.338
13:27:25 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:27:25 | INFO    | __main__                     | Capability ablate:L10         ppl 19.412
13:27:25 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:27:26 | INFO    | __main__                     | Capability ablate:L12         ppl 19.436
13:27:26 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:27:27 | INFO    | __main__                     | Capability ablate:L14         ppl 27.526
13:27:27 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:27:27 | INFO    | __main__                     | Capability ablate:L15         ppl 24.553
13:27:27 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:27:28 | INFO    | __main__                     | Capability ablate:L16         ppl 19.597
13:27:28 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:27:29 | INFO    | __main__                     | Capability ablate:L17         ppl 19.512
13:27:29 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:27:29 | INFO    | __main__                     | Capability ablate:L18         ppl 20.573
13:27:29 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:27:30 | INFO    | __main__                     | Capability ablate:L19         ppl 24.422
13:27:30 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:27:30 | INFO    | __main__                     | Capability ablate:L20         ppl 19.965
13:27:30 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:27:31 | INFO    | __main__                     | Capability ablate:L21         ppl 20.970
13:27:31 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:27:32 | INFO    | __main__                     | Capability ablate:L22         ppl 19.830
13:27:32 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:27:32 | INFO    | __main__                     | Capability ablate:L23         ppl 19.896
13:27:32 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:27:33 | INFO    | __main__                     | Capability ablate:L24         ppl 20.933
13:27:33 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:27:34 | INFO    | __main__                     | Capability ablate:L26         ppl 19.726
13:27:34 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:27:34 | INFO    | __main__                     | Capability ablate:L27         ppl 22.031
13:27:34 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:27:35 | INFO    | __main__                     | Capability ablate:random0     ppl 19.402
13:27:35 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:27:36 | INFO    | __main__                     | Capability ablate:random1     ppl 19.631
13:27:36 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:27:36 | INFO    | __main__                     | Capability ablate:random2     ppl 19.654
13:27:36 | INFO    | __main__                     | Observational best layer 18; causal selection 16
13:27:41 | INFO    | src.interpretability.causal  | baseline                 jbb_heldout  refusal 12/30  nll self=0.483 judge=1.590
13:27:49 | INFO    | src.interpretability.causal  | baseline                 bundled      refusal  1/50  nll self=0.529 judge=1.097
13:27:49 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:27:54 | INFO    | src.interpretability.causal  | ablate:L18               jbb_heldout  refusal 10/30  nll self=0.621 judge=1.675
13:27:54 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:28:04 | INFO    | src.interpretability.causal  | ablate:L18               bundled      refusal  1/50  nll self=0.598 judge=1.261
13:28:08 | INFO    | src.interpretability.causal  | add:L18x0.25             jbb_heldout  refusal 16/30  nll self=0.461 judge=1.835
13:28:16 | INFO    | src.interpretability.causal  | add:L18x0.25             bundled      refusal  1/50  nll self=0.514 judge=1.073
13:28:21 | INFO    | src.interpretability.causal  | add:L18x0.5              jbb_heldout  refusal 21/30  nll self=0.485 judge=2.165
13:28:28 | INFO    | src.interpretability.causal  | add:L18x0.5              bundled      refusal  3/50  nll self=0.549 judge=1.193
13:28:33 | INFO    | src.interpretability.causal  | add:L18x0.75             jbb_heldout  refusal 28/30  nll self=0.659 judge=2.725
13:28:41 | INFO    | src.interpretability.causal  | add:L18x0.75             bundled      refusal 13/50  nll self=0.698 judge=1.966
13:28:47 | INFO    | src.interpretability.causal  | add:L18x1                jbb_heldout  refusal 29/30  nll self=1.053 judge=3.190
13:28:57 | INFO    | src.interpretability.causal  | add:L18x1                bundled      refusal 32/50  nll self=0.923 judge=3.060
13:29:03 | INFO    | src.interpretability.causal  | add:L18x1.5              jbb_heldout  refusal 29/30  nll self=1.737 judge=3.667
13:29:12 | INFO    | src.interpretability.causal  | add:L18x1.5              bundled      refusal 49/50  nll self=1.741 judge=4.115
13:29:18 | INFO    | src.interpretability.causal  | add:L18x2                jbb_heldout  refusal 30/30  nll self=2.254 judge=4.224
13:29:28 | INFO    | src.interpretability.causal  | add:L18x2                bundled      refusal 50/50  nll self=2.342 judge=4.531
13:29:33 | INFO    | src.interpretability.causal  | add:L18random0x1         jbb_heldout  refusal 11/30  nll self=0.644 judge=1.607
13:29:42 | INFO    | src.interpretability.causal  | add:L18random0x1         bundled      refusal  0/50  nll self=0.645 judge=1.284
13:29:47 | INFO    | src.interpretability.causal  | add:L18random1x1         jbb_heldout  refusal 10/30  nll self=0.620 judge=1.690
13:29:56 | INFO    | src.interpretability.causal  | add:L18random1x1         bundled      refusal  0/50  nll self=0.608 judge=1.279
13:30:00 | INFO    | src.interpretability.causal  | add:L18random2x1         jbb_heldout  refusal 10/30  nll self=0.577 judge=1.760
13:30:08 | INFO    | src.interpretability.causal  | add:L18random2x1         bundled      refusal  1/50  nll self=0.592 judge=1.155
13:30:08 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:30:14 | INFO    | src.interpretability.causal  | ablate:L16               jbb_heldout  refusal  4/30  nll self=0.744 judge=1.394
13:30:14 | DEBUG   | src.interpretability.intervention | Directional ablation on 85 sites
13:30:24 | INFO    | src.interpretability.causal  | ablate:L16               bundled      refusal  1/50  nll self=0.538 judge=1.141
13:30:29 | INFO    | src.interpretability.causal  | add:L16x0.25             jbb_heldout  refusal 17/30  nll self=0.425 judge=1.832
13:30:38 | INFO    | src.interpretability.causal  | add:L16x0.25             bundled      refusal  2/50  nll self=0.552 judge=1.205
13:30:43 | INFO    | src.interpretability.causal  | add:L16x0.5              jbb_heldout  refusal 23/30  nll self=0.470 judge=2.081
13:30:51 | INFO    | src.interpretability.causal  | add:L16x0.5              bundled      refusal  5/50  nll self=0.604 judge=1.458
13:30:57 | INFO    | src.interpretability.causal  | add:L16x0.75             jbb_heldout  refusal 26/30  nll self=0.527 judge=2.330
13:31:07 | INFO    | src.interpretability.causal  | add:L16x0.75             bundled      refusal 18/50  nll self=0.671 judge=2.190
13:31:12 | INFO    | src.interpretability.causal  | add:L16x1                jbb_heldout  refusal 28/30  nll self=0.780 judge=2.646
13:31:23 | INFO    | src.interpretability.causal  | add:L16x1                bundled      refusal 38/50  nll self=0.796 judge=2.974
13:31:28 | INFO    | src.interpretability.causal  | add:L16x1.5              jbb_heldout  refusal 29/30  nll self=1.123 judge=2.761
13:31:38 | INFO    | src.interpretability.causal  | add:L16x1.5              bundled      refusal 49/50  nll self=1.092 judge=3.543
13:31:44 | INFO    | src.interpretability.causal  | add:L16x2                jbb_heldout  refusal 23/30  nll self=1.571 judge=3.427
13:31:53 | INFO    | src.interpretability.causal  | add:L16x2                bundled      refusal 50/50  nll self=1.694 judge=4.000
13:31:59 | INFO    | src.interpretability.causal  | add:L16random0x1         jbb_heldout  refusal 10/30  nll self=0.539 judge=1.694
13:32:07 | INFO    | src.interpretability.causal  | add:L16random0x1         bundled      refusal  0/50  nll self=0.596 judge=1.275
13:32:12 | INFO    | src.interpretability.causal  | add:L16random1x1         jbb_heldout  refusal 11/30  nll self=0.584 judge=1.736
13:32:20 | INFO    | src.interpretability.causal  | add:L16random1x1         bundled      refusal  1/50  nll self=0.604 judge=1.211
13:32:26 | INFO    | src.interpretability.causal  | add:L16random2x1         jbb_heldout  refusal 10/30  nll self=0.632 judge=1.729
13:32:36 | INFO    | src.interpretability.causal  | add:L16random2x1         bundled      refusal  1/50  nll self=0.614 judge=1.274
